"material","LCstage","disposition","corporateSource","impactCategory","impactUnits","impliedMiles","impactFactor","gabiExportDate","wicImportDate"
"PrintingWritingPaper","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,1185.51467739283,2020-11-06,2020-11-27
"PS","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,1379.74014658106,2020-11-06,2020-11-27
"PS","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,39.3674158789343,2020-11-06,2020-11-27
"PS","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-1628.63208895144,2020-11-06,2020-11-27
"PS","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"PS","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"PS","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"PS","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,3521.94810850906,2020-11-06,2020-11-27
"RigidPlastic","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,1603.92022464662,2020-11-06,2020-11-27
"RigidPlastic","endOfLife","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,2238.13760084657,2020-11-06,2020-11-27
"RigidPlastic","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,39.3674158789343,2020-11-06,2020-11-27
"RigidPlastic","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-2473.61292829688,2020-11-06,2020-11-27
"RigidPlastic","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"RigidPlastic","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"RigidPlastic","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"RigidPlastic","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"RigidPlastic","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,3507.6220536244,2020-11-06,2020-11-27
"ScrapMetal","endOfLife","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,101.168860751598,2020-11-06,2020-11-27
"ScrapMetal","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,39.3674158789343,2020-11-06,2020-11-27
"ScrapMetal","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-1745.14915161617,2020-11-06,2020-11-27
"ScrapMetal","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"ScrapMetal","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"ScrapMetal","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"ScrapMetal","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,2772.46463805779,2020-11-06,2020-11-27
"Textiles","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,67.7688450333817,2020-11-06,2020-11-27
"Textiles","endOfLife","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,430.50062640671,2020-11-06,2020-11-27
"Textiles","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,609.175559228649,2020-11-06,2020-11-27
"Textiles","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-2057.31667437991,2020-11-06,2020-11-27
"Textiles","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Textiles","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Textiles","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Textiles","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Textiles","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,9036.40396444692,2020-11-06,2020-11-27
"TinnedCan","endOfLife","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,85.1456784448221,2020-11-06,2020-11-27
"TinnedCan","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,39.3674158789343,2020-11-06,2020-11-27
"TinnedCan","endOfLife","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,-1455.27758765974,2020-11-06,2020-11-27
"TinnedCan","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"TinnedCan","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"TinnedCan","endOfLifeTransport","recycling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"TinnedCan","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,2633.84845540428,2020-11-06,2020-11-27
"Wood","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,-245.655642745607,2020-11-06,2020-11-27
"Wood","endOfLife","composting","IPCC AR5","GWP 100","kg CO2 eq.",180,-70.3875072638977,2020-11-06,2020-11-27
"Wood","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,814.922453577517,2020-11-06,2020-11-27
"Wood","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Wood","endOfLifeTransport","composting","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Wood","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"Wood","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,428.892117883392,2020-11-06,2020-11-27
"YardDebris","endOfLife","anaerobicDigestion","IPCC AR5","GWP 100","kg CO2 eq.",180,174.68017690282,2020-11-06,2020-11-27
"YardDebris","endOfLife","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,-165.884622982375,2020-11-06,2020-11-27
"YardDebris","endOfLife","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,47.3416526161902,2020-11-06,2020-11-27
"YardDebris","endOfLife","composting","IPCC AR5","GWP 100","kg CO2 eq.",180,-70.3875072638977,2020-11-06,2020-11-27
"YardDebris","endOfLife","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,575.698797179376,2020-11-06,2020-11-27
"YardDebris","endOfLifeTransport","anaerobicDigestion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"YardDebris","endOfLifeTransport","combustion","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"YardDebris","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"YardDebris","endOfLifeTransport","composting","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0188343895365,2020-11-06,2020-11-27
"YardDebris","endOfLifeTransport","landfilling","IPCC AR5","GWP 100","kg CO2 eq.",180,41.0100604608606,2020-11-06,2020-11-27
"YardDebris","production","production","IPCC AR5","GWP 100","kg CO2 eq.",180,14.1850285446493,2020-11-06,2020-11-27
"AcceptedOtherSteel","endOfLife","combustionNoER","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,84.5629168712514,2020-11-06,2020-11-27
"AcceptedOtherSteel","endOfLife","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,37.6024014341124,2020-11-06,2020-11-27
"AcceptedOtherSteel","endOfLife","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,-1456.5998997684,2020-11-06,2020-11-27
"AcceptedOtherSteel","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"AcceptedOtherSteel","endOfLifeTransport","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"AcceptedOtherSteel","endOfLifeTransport","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"AcceptedOtherSteel","production","production","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,2214.45842119633,2020-11-06,2020-11-27
"Aluminum","endOfLife","combustionNoER","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,151.188013003259,2020-11-06,2020-11-27
"Aluminum","endOfLife","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,37.6024014341124,2020-11-06,2020-11-27
"Aluminum","endOfLife","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,-2261.94137392971,2020-11-06,2020-11-27
"Aluminum","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"Aluminum","endOfLifeTransport","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"Aluminum","endOfLifeTransport","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"Aluminum","production","production","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,4714.29725160483,2020-11-06,2020-11-27
"AsepticContainers","endOfLife","combustion","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,1070.53397045806,2020-11-06,2020-11-27
"AsepticContainers","endOfLife","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,547.040653293666,2020-11-06,2020-11-27
"AsepticContainers","endOfLife","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,-402.652132087501,2020-11-06,2020-11-27
"AsepticContainers","endOfLifeTransport","combustion","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8449565093614,2020-11-06,2020-11-27
"AsepticContainers","endOfLifeTransport","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8449565093614,2020-11-06,2020-11-27
"AsepticContainers","endOfLifeTransport","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8449565093614,2020-11-06,2020-11-27
"AsepticContainers","production","production","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,4131.6614543469,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLife","combustion","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,877.359853062487,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLife","combustionNoER","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,1194.47706642177,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLife","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,37.6024014341124,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLife","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,98.489692019382,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLifeTransport","combustion","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLifeTransport","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"AsphaltRoofing","endOfLifeTransport","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"AsphaltRoofing","production","production","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,382.908259140851,2020-11-06,2020-11-27
"Cardboard","endOfLife","combustion","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,1022.1990538512,2020-11-06,2020-11-27
"Cardboard","endOfLife","combustionNoER","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,1279.05863214231,2020-11-06,2020-11-27
"Cardboard","endOfLife","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,773.626707607853,2020-11-06,2020-11-27
"Cardboard","endOfLife","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,3564.64290138883,2020-11-06,2020-11-27
"Cardboard","endOfLifeTransport","combustion","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8128605240551,2020-11-06,2020-11-27
"Cardboard","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8128605240551,2020-11-06,2020-11-27
"Cardboard","endOfLifeTransport","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"Cardboard","endOfLifeTransport","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"Cardboard","production","production","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,4158.74350374737,2020-11-06,2020-11-27
"Carpeting","endOfLife","combustion","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,1603.53169312171,2020-11-06,2020-11-27
"Carpeting","endOfLife","combustionNoER","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,2237.76611984028,2020-11-06,2020-11-27
"Carpeting","endOfLife","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,37.6024014341124,2020-11-06,2020-11-27
"Carpeting","endOfLife","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,-966.268651976316,2020-11-06,2020-11-27
"Carpeting","endOfLifeTransport","combustion","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"Carpeting","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"Carpeting","endOfLifeTransport","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"Carpeting","endOfLifeTransport","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"Carpeting","production","production","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,3684.01212911244,2020-11-06,2020-11-27
"Electronics","endOfLife","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,88.0497933837299,2020-11-06,2020-11-27
"Electronics","endOfLife","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,-956.020466201621,2020-11-06,2020-11-27
"Electronics","endOfLifeTransport","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8449565093614,2020-11-06,2020-11-27
"Electronics","endOfLifeTransport","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8449565093614,2020-11-06,2020-11-27
"Electronics","production","production","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,31540.72127899,2020-11-06,2020-11-27
"EPS","endOfLife","combustion","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,1427.15284576502,2020-11-06,2020-11-27
"EPS","endOfLife","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,37.6024014341124,2020-11-06,2020-11-27
"EPS","endOfLife","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,-1629.10440801269,2020-11-06,2020-11-27
"EPS","endOfLifeTransport","combustion","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"EPS","endOfLifeTransport","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"EPS","endOfLifeTransport","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"EPS","production","production","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,2662.99642900918,2020-11-06,2020-11-27
"FoodWaste","endOfLife","anaerobicDigestion","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,190.807932551388,2020-11-06,2020-11-27
"FoodWaste","endOfLife","combustion","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,564.892837674619,2020-11-06,2020-11-27
"FoodWaste","endOfLife","combustionNoER","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,631.753891760038,2020-11-06,2020-11-27
"FoodWaste","endOfLife","composting","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,401.378863142774,2020-11-06,2020-11-27
"FoodWaste","endOfLife","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,481.003629647887,2020-11-06,2020-11-27
"FoodWaste","endOfLifeTransport","anaerobicDigestion","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"FoodWaste","endOfLifeTransport","combustion","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"FoodWaste","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"FoodWaste","endOfLifeTransport","composting","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"FoodWaste","endOfLifeTransport","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"FoodWaste","production","production","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,370.32096590671,2020-11-06,2020-11-27
"FreezerBoxes","endOfLife","combustion","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,1101.81283329824,2020-11-06,2020-11-27
"FreezerBoxes","endOfLife","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,597.267752802011,2020-11-06,2020-11-27
"FreezerBoxes","endOfLife","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,-454.131955349562,2020-11-06,2020-11-27
"FreezerBoxes","endOfLifeTransport","combustion","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8449565093614,2020-11-06,2020-11-27
"FreezerBoxes","endOfLifeTransport","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8449565093614,2020-11-06,2020-11-27
"FreezerBoxes","endOfLifeTransport","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8449565093614,2020-11-06,2020-11-27
"FreezerBoxes","production","production","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,4084.15812627992,2020-11-06,2020-11-27
"GableTopCartons","endOfLife","combustion","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,1106.94816404446,2020-11-06,2020-11-27
"GableTopCartons","endOfLife","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,585.933865063492,2020-11-06,2020-11-27
"GableTopCartons","endOfLife","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,-442.497923537419,2020-11-06,2020-11-27
"GableTopCartons","endOfLifeTransport","combustion","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8449565093614,2020-11-06,2020-11-27
"GableTopCartons","endOfLifeTransport","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8449565093614,2020-11-06,2020-11-27
"GableTopCartons","endOfLifeTransport","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8449565093614,2020-11-06,2020-11-27
"GableTopCartons","production","production","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,4079.2551134677,2020-11-06,2020-11-27
"Glass","endOfLife","combustionNoER","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,151.188013003259,2020-11-06,2020-11-27
"Glass","endOfLife","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,37.6024014341124,2020-11-06,2020-11-27
"Glass","endOfLife","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,-117.059561322295,2020-11-06,2020-11-27
"Glass","endOfLife","recyclingPozzolan","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,-729.767733276714,2020-11-06,2020-11-27
"Glass","endOfLife","recyclingToFiberglass","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,-73.9658226876455,2020-11-06,2020-11-27
"Glass","endOfLife","useAsAggregate","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,22.7554651499744,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","recyclingPozzolan","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","recyclingToFiberglass","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","useAsAggregate","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",20,68.852390815373,2020-11-06,2020-11-27
"Glass","production","production","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,960.992193326598,2020-11-06,2020-11-27
"GypsumWallboard","endOfLife","combustionNoER","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,151.188013003259,2020-11-06,2020-11-27
"GypsumWallboard","endOfLife","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,37.6024014341124,2020-11-06,2020-11-27
"GypsumWallboard","endOfLife","recycling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,-137.038463013895,2020-11-06,2020-11-27
"GypsumWallboard","endOfLifeTransport","combustionNoER","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
"GypsumWallboard","endOfLifeTransport","landfilling","IPCC AR5","GWP 100 (EpaFcs)","kg CO2 eq.",180,40.8536951147465,2020-11-06,2020-11-27
