"material","LCstage","disposition","corporateSource","impactCategory","impactUnits","impliedMiles","impactFactor","gabiExportDate","wicImportDate"
"AsphaltRoofing","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,121.14945460178,2020-11-06,2020-11-27
"Cardboard","endOfLife","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,-3.30280075048286,2020-11-06,2020-11-27
"Cardboard","endOfLife","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,1.69841733821079,2020-11-06,2020-11-27
"Cardboard","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,4.5642444257077,2020-11-06,2020-11-27
"Cardboard","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-133.36278879717,2020-11-06,2020-11-27
"Cardboard","endOfLifeTransport","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,5.51737112211118,2020-11-06,2020-11-27
"Cardboard","endOfLifeTransport","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,5.51737112211118,2020-11-06,2020-11-27
"Cardboard","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"Cardboard","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"Cardboard","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,181.743892241985,2020-11-06,2020-11-27
"Carpeting","endOfLife","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,39.1502102342406,2020-11-06,2020-11-27
"Carpeting","endOfLife","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,51.4442183057986,2020-11-06,2020-11-27
"Carpeting","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,11.8984518948173,2020-11-06,2020-11-27
"Carpeting","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-96.3005805195914,2020-11-06,2020-11-27
"Carpeting","endOfLifeTransport","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"Carpeting","endOfLifeTransport","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"Carpeting","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"Carpeting","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"Carpeting","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,1926.95563689009,2020-11-06,2020-11-27
"Electronics","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,154.834091725511,2020-11-06,2020-11-27
"Electronics","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-195010.035676363,2020-11-06,2020-11-27
"Electronics","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52171064163452,2020-11-06,2020-11-27
"Electronics","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52171064163452,2020-11-06,2020-11-27
"Electronics","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,2189083.78942098,2020-11-06,2020-11-27
"EPS","endOfLife","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,-32.3504709813499,2020-11-06,2020-11-27
"EPS","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,11.8984518948173,2020-11-06,2020-11-27
"EPS","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-303.836197138031,2020-11-06,2020-11-27
"EPS","endOfLifeTransport","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"EPS","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"EPS","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"EPS","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,309.412240964048,2020-11-06,2020-11-27
"FoodWaste","endOfLife","anaerobicDigestion","TRACI 2.1","Ecotoxicity","CTUe",180,1169.41618340364,2020-11-06,2020-11-27
"FoodWaste","endOfLife","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,0.279838050534761,2020-11-06,2020-11-27
"FoodWaste","endOfLife","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,1.59641842859365,2020-11-06,2020-11-27
"FoodWaste","endOfLife","composting","TRACI 2.1","Ecotoxicity","CTUe",180,2136.58781332184,2020-11-06,2020-11-27
"FoodWaste","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,3.77351004627414,2020-11-06,2020-11-27
"FoodWaste","endOfLifeTransport","anaerobicDigestion","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"FoodWaste","endOfLifeTransport","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"FoodWaste","endOfLifeTransport","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"FoodWaste","endOfLifeTransport","composting","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"FoodWaste","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"FoodWaste","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,12706.6944500806,2020-11-06,2020-11-27
"FreezerBoxes","endOfLife","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,-9.06396613873922,2020-11-06,2020-11-27
"FreezerBoxes","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,6.31897035349044,2020-11-06,2020-11-27
"FreezerBoxes","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-3389.40807127838,2020-11-06,2020-11-27
"FreezerBoxes","endOfLifeTransport","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,5.52171064163452,2020-11-06,2020-11-27
"FreezerBoxes","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52171064163452,2020-11-06,2020-11-27
"FreezerBoxes","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52171064163452,2020-11-06,2020-11-27
"FreezerBoxes","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,221.918645431574,2020-11-06,2020-11-27
"GableTopCartons","endOfLife","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,-9.43460647263623,2020-11-06,2020-11-27
"GableTopCartons","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,6.43190831411028,2020-11-06,2020-11-27
"GableTopCartons","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-3320.30197981915,2020-11-06,2020-11-27
"GableTopCartons","endOfLifeTransport","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,5.52171064163452,2020-11-06,2020-11-27
"GableTopCartons","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52171064163452,2020-11-06,2020-11-27
"GableTopCartons","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52171064163452,2020-11-06,2020-11-27
"GableTopCartons","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,224.292181446829,2020-11-06,2020-11-27
"Glass","endOfLife","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,5.64741428559624,2020-11-06,2020-11-27
"Glass","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,3.61995306827281,2020-11-06,2020-11-27
"Glass","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-69.8265713087058,2020-11-06,2020-11-27
"Glass","endOfLife","recyclingPozzolan","TRACI 2.1","Ecotoxicity","CTUe",180,-14.1008647607793,2020-11-06,2020-11-27
"Glass","endOfLife","recyclingToFiberglass","TRACI 2.1","Ecotoxicity","CTUe",180,-46.7890044252064,2020-11-06,2020-11-27
"Glass","endOfLife","useAsAggregate","TRACI 2.1","Ecotoxicity","CTUe",180,20.5358298219384,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","recyclingPozzolan","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","recyclingToFiberglass","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"Glass","endOfLifeTransport","useAsAggregate","TRACI 2.1","Ecotoxicity","CTUe",20,9.30834734558694,2020-11-06,2020-11-27
"Glass","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,3673.52134928668,2020-11-06,2020-11-27
"GypsumWallboard","endOfLife","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,5.64741428559624,2020-11-06,2020-11-27
"GypsumWallboard","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,3.61995306827281,2020-11-06,2020-11-27
"GypsumWallboard","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-5.11548342449049,2020-11-06,2020-11-27
"GypsumWallboard","endOfLifeTransport","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"GypsumWallboard","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"GypsumWallboard","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"GypsumWallboard","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,18.1894426876597,2020-11-06,2020-11-27
"HDPE","endOfLife","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,-27.3722375483621,2020-11-06,2020-11-27
"HDPE","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,11.8984518948173,2020-11-06,2020-11-27
"HDPE","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-171.75689388038,2020-11-06,2020-11-27
"HDPE","endOfLifeTransport","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"HDPE","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"HDPE","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"HDPE","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,273.19880049159,2020-11-06,2020-11-27
"LDPE","endOfLife","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,-27.3722375483621,2020-11-06,2020-11-27
"LDPE","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,11.8984518948173,2020-11-06,2020-11-27
"LDPE","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-179.052023339449,2020-11-06,2020-11-27
"LDPE","endOfLifeTransport","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"LDPE","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"LDPE","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"LDPE","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,266.802896933389,2020-11-06,2020-11-27
"Newsprint","endOfLife","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,-3.30209428140233,2020-11-06,2020-11-27
"Newsprint","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,4.56326813382504,2020-11-06,2020-11-27
"Newsprint","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-4464.66601790993,2020-11-06,2020-11-27
"Newsprint","endOfLifeTransport","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,5.52171064163452,2020-11-06,2020-11-27
"Newsprint","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52171064163452,2020-11-06,2020-11-27
"Newsprint","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52171064163452,2020-11-06,2020-11-27
"Newsprint","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,11604.8466688328,2020-11-06,2020-11-27
"Nonrecyclables","endOfLife","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,28.9449340307478,2020-11-06,2020-11-27
"Nonrecyclables","endOfLife","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,32.8318215413239,2020-11-06,2020-11-27
"Nonrecyclables","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,219.500320654433,2020-11-06,2020-11-27
"Nonrecyclables","endOfLifeTransport","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,5.52171064163452,2020-11-06,2020-11-27
"Nonrecyclables","endOfLifeTransport","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,5.52171064163452,2020-11-06,2020-11-27
"Nonrecyclables","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52171064163452,2020-11-06,2020-11-27
"Nonrecyclables","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,72563.6336526,2020-11-06,2020-11-27
"Other","endOfLife","anaerobicDigestion","TRACI 2.1","Ecotoxicity","CTUe",180,1169.41618340364,2020-11-06,2020-11-27
"Other","endOfLife","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,-0.790071799304676,2020-11-06,2020-11-27
"Other","endOfLife","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,31.7403138406929,2020-11-06,2020-11-27
"Other","endOfLife","composting","TRACI 2.1","Ecotoxicity","CTUe",180,2136.58781332184,2020-11-06,2020-11-27
"Other","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,20.0111741738602,2020-11-06,2020-11-27
"Other","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-8462.95076287377,2020-11-06,2020-11-27
"Other","endOfLife","recyclingPozzolan","TRACI 2.1","Ecotoxicity","CTUe",180,-14.1008647607793,2020-11-06,2020-11-27
"Other","endOfLife","recyclingToFiberglass","TRACI 2.1","Ecotoxicity","CTUe",180,-46.7890044252064,2020-11-06,2020-11-27
"Other","endOfLife","useAsAggregate","TRACI 2.1","Ecotoxicity","CTUe",180,20.5358298219384,2020-11-06,2020-11-27
"Other","endOfLifeTransport","anaerobicDigestion","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"Other","endOfLifeTransport","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,5.52226816994373,2020-11-06,2020-11-27
"Other","endOfLifeTransport","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,5.52242824944774,2020-11-06,2020-11-27
"Other","endOfLifeTransport","composting","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"Other","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52254901663834,2020-11-06,2020-11-27
"Other","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52258571318733,2020-11-06,2020-11-27
"Other","endOfLifeTransport","recyclingPozzolan","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"Other","endOfLifeTransport","recyclingToFiberglass","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"Other","endOfLifeTransport","useAsAggregate","TRACI 2.1","Ecotoxicity","CTUe",20,9.30834734558694,2020-11-06,2020-11-27
"Other","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,74904.3960284903,2020-11-06,2020-11-27
"Paperboard","endOfLife","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,-3.30209428140233,2020-11-06,2020-11-27
"Paperboard","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,4.56326813382504,2020-11-06,2020-11-27
"Paperboard","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-4464.66601790993,2020-11-06,2020-11-27
"Paperboard","endOfLifeTransport","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,5.52171064163452,2020-11-06,2020-11-27
"Paperboard","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52171064163452,2020-11-06,2020-11-27
"Paperboard","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52171064163452,2020-11-06,2020-11-27
"Paperboard","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,206.504663004518,2020-11-06,2020-11-27
"PaperFiber","endOfLife","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,-3.30280075048286,2020-11-06,2020-11-27
"PaperFiber","endOfLife","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,1.69841733821079,2020-11-06,2020-11-27
"PaperFiber","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,4.5642444257077,2020-11-06,2020-11-27
"PaperFiber","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-4474.37220906158,2020-11-06,2020-11-27
"PaperFiber","endOfLifeTransport","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"PaperFiber","endOfLifeTransport","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"PaperFiber","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"PaperFiber","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"PaperFiber","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,11416.8304079809,2020-11-06,2020-11-27
"PET","endOfLife","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,-13.1384746452224,2020-11-06,2020-11-27
"PET","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,11.8984518948173,2020-11-06,2020-11-27
"PET","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-279.708468713826,2020-11-06,2020-11-27
"PET","endOfLifeTransport","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"PET","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"PET","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"PET","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,405.527844680824,2020-11-06,2020-11-27
"PlasticFilm","endOfLife","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,39.1502102342406,2020-11-06,2020-11-27
"PlasticFilm","endOfLife","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,51.4442183057986,2020-11-06,2020-11-27
"PlasticFilm","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,11.8984518948173,2020-11-06,2020-11-27
"PlasticFilm","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-179.048825060134,2020-11-06,2020-11-27
"PlasticFilm","endOfLifeTransport","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"PlasticFilm","endOfLifeTransport","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"PlasticFilm","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"PlasticFilm","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"PlasticFilm","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,266.748488476533,2020-11-06,2020-11-27
"PlasticOther","endOfLife","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,39.1502102342406,2020-11-06,2020-11-27
"PlasticOther","endOfLife","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,51.4442183057986,2020-11-06,2020-11-27
"PlasticOther","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,11.8984518948173,2020-11-06,2020-11-27
"PlasticOther","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-231.429759906194,2020-11-06,2020-11-27
"PlasticOther","endOfLifeTransport","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"PlasticOther","endOfLifeTransport","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"PlasticOther","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"PlasticOther","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"PlasticOther","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,317.502254649734,2020-11-06,2020-11-27
"PP","endOfLife","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,-36.6765671773418,2020-11-06,2020-11-27
"PP","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,11.8984518948173,2020-11-06,2020-11-27
"PP","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-170.800502531673,2020-11-06,2020-11-27
"PP","endOfLifeTransport","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"PP","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"PP","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"PP","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,275.063419049393,2020-11-06,2020-11-27
"PrintingWritingPaper","endOfLife","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,-3.30209428140233,2020-11-06,2020-11-27
"PrintingWritingPaper","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,4.56326813382504,2020-11-06,2020-11-27
"PrintingWritingPaper","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-4464.66601790993,2020-11-06,2020-11-27
"PrintingWritingPaper","endOfLifeTransport","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,5.52171064163452,2020-11-06,2020-11-27
"PrintingWritingPaper","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52171064163452,2020-11-06,2020-11-27
"PrintingWritingPaper","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52171064163452,2020-11-06,2020-11-27
"PrintingWritingPaper","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,7736.03520324678,2020-11-06,2020-11-27
"PS","endOfLife","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,-33.2241962505236,2020-11-06,2020-11-27
"PS","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,11.8984518948173,2020-11-06,2020-11-27
"PS","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-303.839395417346,2020-11-06,2020-11-27
"PS","endOfLifeTransport","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"PS","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"PS","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"PS","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,433.662291796022,2020-11-06,2020-11-27
"RigidPlastic","endOfLife","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,39.1502102342406,2020-11-06,2020-11-27
"RigidPlastic","endOfLife","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,51.4442183057986,2020-11-06,2020-11-27
"RigidPlastic","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,11.8984518948173,2020-11-06,2020-11-27
"RigidPlastic","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-231.429759906194,2020-11-06,2020-11-27
"RigidPlastic","endOfLifeTransport","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"RigidPlastic","endOfLifeTransport","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"RigidPlastic","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"RigidPlastic","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"RigidPlastic","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,317.502254649734,2020-11-06,2020-11-27
"ScrapMetal","endOfLife","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,66.6661160629449,2020-11-06,2020-11-27
"ScrapMetal","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,14.0591581347063,2020-11-06,2020-11-27
"ScrapMetal","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-863.453400409026,2020-11-06,2020-11-27
"ScrapMetal","endOfLifeTransport","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"ScrapMetal","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"ScrapMetal","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"ScrapMetal","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,1312.89286495728,2020-11-06,2020-11-27
"Textiles","endOfLife","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,-5.16218270968076,2020-11-06,2020-11-27
"Textiles","endOfLife","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,1.9125536085281,2020-11-06,2020-11-27
"Textiles","endOfLife","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.72162589447627,2020-11-06,2020-11-27
"Textiles","endOfLife","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,-2357.8491814002,2020-11-06,2020-11-27
"Textiles","endOfLifeTransport","combustion","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"Textiles","endOfLifeTransport","combustionNoER","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"Textiles","endOfLifeTransport","landfilling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"Textiles","endOfLifeTransport","recycling","TRACI 2.1","Ecotoxicity","CTUe",180,5.52289198823081,2020-11-06,2020-11-27
"Textiles","production","production","TRACI 2.1","Ecotoxicity","CTUe",180,5060.0726640651,2020-11-06,2020-11-27
